"","t2_BS_C.mzML","t0_BS_C.mzML","t1_BS_C.mzML","t5_BS_C.mzML","t3_BS_3.mzML","t2_BS_2.mzML","t3_BS_C.mzML","t2_BS_1.mzML","t3_BS_2.mzML","t1_BS_1.mzML","t2_BS_3.mzML","t1_BS_3.mzML","t1_BS_2.mzML","t3_BS_1.mzML","t4_BS_C.mzML","t6_BS_C.mzML","t4_BS_2.mzML","t0_BS_3.mzML","t0_BS_2.mzML","t7_BS_C.mzML","t8_BS_C.mzML","t7_BS_2.mzML","t9_BS_C.mzML","t8_BS_1.mzML","t7_BS_3.mzML","t7_BS_1.mzML","t8_BS_2.mzML","t6_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t5_BS_3.mzML","t6_BS_2.mzML","t5_BS_1.mzML","t6_BS_3.mzML","t0_BS_1.mzML","t9_BS_1.mzML","t5_BS_2.mzML","t8_BS_3.mzML","t9_BS_3.mzML","t9_BS_2.mzML"
"2045_370.107_2.898",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,19707.066,3766,7993.093,13282.775,20195.926,9305.756,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"2046_273.196_2.89",3766,3766,3766,6942.8154,5040.716,4714.576,6775.044,3766,7735.711,3988.9934,4541.811,8566.187,3766,3794.2358,6620.5195,6204.615,4921.831,3766,3766,10944.178,14921.146,10786.089,17000.574,12176.544,11977.681,9927.735,13671.317,4768.2456,6884.7324,4402.955,14674.151,5350.523,6797.359,5776.8467,3766,17438.775,7384.3145,14105.69,17513.16,29002.723
"2051_356.254_2.916",3766,3766,3766,22425.006,23925.64,27413.666,20991.715,30222.162,25517.135,27089.29,28069.383,28593.725,26365.71,26020.52,11842.382,33290.312,24403.635,56484.6,58503.434,3766,3766,5851.966,3766,3766,3989.7288,4567.6616,4359.9814,35437.906,24626.006,24362.908,26158.574,37163.844,24108.96,45646.383,52931.824,3766,23292.217,3766,3766,4574.375
"2052_241.155_2.881",3766,3766,3766,6266.6147,3766,7038.18,6191.254,7416.151,10749.419,6838.612,5988.635,5074.099,7543.6777,4326.3057,6284.51,6192.2495,6375.5796,6757.158,3996.252,5937.14,5253.2275,5389.243,5862.6,5260.6465,6173.123,4223.83,5253.285,9376.157,6584.3535,7022.005,5912.4478,7202.8877,6539.976,8409.285,4173.384,6355.1777,5118.0107,5700.8037,5837.005,10087.616
"2053_231.113_2.894",3766,3766,3766,73314.69,72728.89,69143.125,76057.49,73611.6,84486.41,66241.375,71600.555,67251.086,70749,70764.5,71629.516,76195.875,64916.188,62092.906,60733.223,69386.43,75888.875,67358.11,76426.84,72235.32,70491.555,65892.87,75423.66,75796.49,71764.01,70089.62,74003.625,75406.24,66644.12,85256.62,55551.39,76798.766,71350.85,74850.16,81160.76,121002.99
"2054_260.089_2.894",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,10939.204,10824.036,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12597.415,3766,3766,3766,3766,3766
"2056_279.116_2.895",3766,3766,3766,228747.95,227207.72,224765.28,231191.84,230521.81,266070.3,211783.44,227708.94,217889.03,229691.62,226801.38,229621.22,243922.48,214080.3,200703.05,191209.83,227130.44,243018.03,216936.2,243101.1,220845.77,227999.45,209025,237622.95,233942.6,225888.25,217153.36,224275.31,236062.97,208091.45,271578.06,181274.88,223729.66,227084.72,237990.7,256118.9,366342.8
"2058_239.088_2.913",7265.612,3766,3766,4619.748,3766,3766,14018.682,3766,3766,3766,3766,3766,3766,3766,30430.045,9268.316,14629.376,3766,3766,5962.9795,39565.82,6513.83,35598.93,34622.18,25426.053,22717.205,27963.41,5323.747,4454.834,3766,10960.347,21180.188,9843.651,3766,3766,6388.5513,8347.436,28829.336,32012.42,29769.781
"2061_346.258_2.898",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,18588.225,21021.611,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,19151.693,3766,3766,3766,3766,3766
"2062_438.306_2.926",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,36330.85,49284.855,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,46683.78,3766,3766,3766,3766,3766
"2064_396.295_2.901",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,71691.26,66583.41,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,61042.465,3766,3766,3766,3766,3766
"2066_450.306_2.901",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,54208.72,51996.562,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,55136.938,3766,3766,3766,3766,3766
"2069_167.118_2.902",3766,3766,3766,24013.482,21212.096,17221.877,20491.785,18676.096,24978.8,14988,19444.371,16694.604,16806.166,18142.717,22834.11,27199.734,18671.547,14483.393,14548.129,64485.062,127493.76,49584.57,235748.47,93836.37,63194.438,47547.586,106439.7,25347.295,22427.748,17957.438,24663.309,26044.895,21115.172,34950.137,14325.4,180333.38,23805.809,117310.2,228671.94,293474.88
"2070_165.076_2.904",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,18675.402,14733.961,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,23779.781,3766,3766,3766,3766,3766
"2071_318.263_2.904",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,33537.83,39092.88,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,38221.805,3766,3766,3766,3766,3766
"2072_454.301_2.904",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,57180.246,58424.617,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,54338.523,3766,3766,3766,3766,3766
"2073_236.139_2.906",3766,3766,3766,16275.74,15931.809,15910.225,16670.215,15267.602,18110.99,14644.858,16451.23,16064.534,15407.318,15606.835,16604.314,16479.418,13045.892,14168.377,13935.389,13228.115,9199.146,10805.528,3766,8144.26,13370.937,12089.064,9191.674,16189.725,15086.265,14434.157,15245.417,15607.919,14141.119,18427.84,12673.345,3766,15110.012,7848.9434,3766,6674.529
"2074_227.081_2.902",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5896.525,3766,3766,8413.467,4080.5605,3766,8801.588,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6489.5605,3766,6648.1245
"2075_372.238_2.907",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,25290.709,24454.387,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,34097.86,3766,3766,3766,3766,3766
"2076_299.149_2.907",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,43048.996,41184.055,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,49727.035,3766,3766,3766,3766,3766
"2077_321.131_2.907",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,57104.99,36000.695,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,63653.652,3766,3766,3766,3766,3766
"2078_252.134_2.911",3766,3766,3766,42116.977,47126.84,38790.78,42580.207,42612.86,56218.223,38516.355,47131.1,38842.023,45367.906,45170.18,41688.14,49840.336,38434.883,35718.156,27189.283,45659.33,41698.414,36246.445,23059.36,37986.754,45439.6,36586.312,32193.566,40538.277,44919.766,46016.527,41520.27,42901.46,42504.188,47538.34,24556.996,25667.76,48165.742,35339.863,28884.67,47983.76
"2079_308.137_2.913",3766,3766,3766,18208.951,18675.303,17824.572,21945.873,16053.4,20604.873,15151.655,15682.856,14183.802,16114.31,19032.152,20858.719,21568.664,18124.418,9395.002,10376.772,19432.617,20291.217,16081.206,18367.973,15931.72,15934.577,14816.881,15516.302,18736.906,18657.791,16072.099,18319.553,18321.56,17043.898,20685.275,7934.495,16573.547,17793.697,17173.432,21773.543,23733.139
"2080_286.155_2.913",3766,3766,3766,421136.78,413554.84,408609.03,432882.22,432794.6,482955.53,402395.47,410608.62,418725.4,418879.72,404908.38,425392.3,444385.2,396655.12,372765.53,334276,408531.66,427752.97,391104.16,433899.16,391808.62,413215.34,375078.8,424891.1,413516.4,409622.7,404966.7,405280.66,427261.2,386394.28,488056.4,348822.06,418969.8,408885.56,418082.8,460425.97,645701.2
"2081_356.254_2.918",3766,3766,3766,20996.887,22351.645,26836.693,20282.879,29147.121,23337.6,24683.695,26858.408,26599.156,25355.346,24980.465,20925.326,32313.363,21834.54,54055.16,56488.434,3766,3766,5851.966,3766,3766,3989.7288,4567.6616,4359.9814,33653.402,23621.518,21772.277,24891.342,35980.336,23075.43,44527.637,51107.773,3766,20509.848,3766,3766,4574.375
"2082_366.181_2.916",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,16043.174,14561.1,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9864.433,3766,3766,3766,3766,3766
"2083_273.133_2.933",3766,3766,3766,6450.6465,6330.541,4379.31,5852.3438,5484.1143,7182.9126,3766,4661.8594,3766,3766,4677.617,6535.0137,7818.0605,5471.6504,3766,3766,9135.648,8396.271,5630.267,10594.012,6322.712,7244.5215,4879.6934,7126.058,6973.6416,4606.623,6563.7007,6406.907,8078.6113,6428.887,8746.912,3766,9258.754,5753.912,7526.0254,11354.6875,15664.157
"2084_282.054_2.927",3766,3766,3766,3766,32727.229,32430.705,3766,34886.19,33716.24,33516.438,34098.414,30169.314,34352.324,34720.49,3766,3766,30824.314,3766,3766,3766,3766,13617.084,3766,14011.626,12750.254,13627.681,14119.869,26082.723,25111.209,31776.781,29798.275,30111.998,25785.297,30006.256,3766,10398.881,29269.336,10768.043,9025.116,15341.217
"2085_206.129_2.974",3766,3766,3766,7217.7886,7127.159,6983.3037,7532.347,7347.948,9243.797,7369.6587,6699.9365,7701.703,7522.6123,6547.949,6732.5703,7929.6216,5123.478,6597.0127,7606.5464,5114.032,7628.049,9670.384,8780.869,12302.236,10558.662,9899.513,12929.08,7625.0645,7321.8438,6803.646,7786.833,6040.001,5615.3564,8544.1875,6019.721,11945.877,6514.497,6723.3394,8932.254,12914.743
"2087_243.088_2.923",3766,3766,3766,687757.8,721709.9,678168.4,662105.5,703452.44,824084.9,662341.5,690178.4,656383.4,687583.3,692321.5,674287.7,712230.7,700067.06,820141.2,756923.2,947006,1268270.8,956556.6,1736455.6,1093842.6,1021630.2,841994.6,1293009.9,735440.25,719124.1,706053.2,694729.5,767564.1,657772.4,848589.6,765999.5,1576106.6,722251.6,1317770,1960497.6,2482553.8
"2089_265.07_2.923",3766,3766,3766,69424.42,72401.05,65583.39,68307.88,70315.42,85417.11,64156.45,68732.305,65924.02,60416.715,68975.984,70141.805,72396.516,70229.766,67557.49,62030.066,102329.42,137400.36,98931.74,177951.36,112616.56,105244.03,87456.92,133814.28,71111.484,67108.53,70561.336,69182.36,77757.35,66413.3,83080.38,59232.477,157216.2,72754.83,131620.7,198234.03,263381.06
"2090_191.053_2.923",3766,3766,3766,7189.761,5587.643,6244.639,6698.251,7215.9927,8048.92,6411.282,6438.913,6015.6963,5489.0664,7223.5317,6757.7324,8216.781,7322.163,6367.3013,5897.6655,7637.2217,12356.854,9093.715,17540.658,9597.321,7932.48,7124.0625,11812.802,7321.464,6521.6494,6959.9883,6845.487,7417.0605,7632.625,3766,5840.024,16799.318,7696.2583,14609.673,20832.844,20365.338
"2092_394.28_2.925",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,50628.633,36205.77,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,32574.596,3766,3766,3766,3766,3766
"2101_329.157_2.936",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,29719.17,27168.227,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,22155.83,3766,3766,3766,3766,3766
"2102_338.253_2.936",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,19473.723,21894.81,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,15484.314,3766,3766,3766,3766,3766
"2103_380.264_2.936",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,139621.08,129804.04,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,122162.055,3766,3766,3766,3766,3766
"2104_211.123_2.937",3766,3766,3766,157418.31,150924.39,173113.8,165255.44,192407.08,219849.62,178309.7,174387.45,171268.81,191674.08,209866.86,183976.3,137300.17,178074.22,214436.34,239736.22,144688.14,137784.28,126491.33,179800.62,170788.34,133685.58,129019.27,156467.81,162482.34,172137.73,165705.86,159076.02,175071.2,154462.88,194039.55,206180.64,173768.11,154942.22,150795.1,184045.25,321723.5
"2106_179.545_2.898",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4719.7603,6955.427,3766,10676.477,5392.7344,4804.0063,3766,7722.1567,3766,3766,3766,3766,3766,3766,3766,3766,8053.3574,3766,7022.0435,11370.755,12749.13
"2107_221.071_2.937",3766,3766,3766,59660.992,57406.26,61543.75,64662.285,62413.94,64565.234,63946.76,60389.88,64187.73,65635.51,58648.58,62238.266,61245.918,55926.695,58935.008,54228.086,56003.47,55270.406,49209.4,57844.19,48201.926,53342.383,50764.83,51812.008,54754.188,57416.004,56846.664,54639.04,54876.25,55124.473,60186.15,62386.324,55299.68,56717.36,55835.55,58354.805,79553.09
"2109_235.181_2.956",3766,3766,3766,21559.777,16210.111,14050.96,12131.03,13607.898,16758.76,12820.746,15498.109,11149.078,12456.207,14055.402,19053.416,14879.41,17201.74,9063.456,11125.707,40168.055,25043.137,28805.389,17237.861,24103.428,26490.531,23764.082,25712.033,12769.234,16594.576,17982.168,16182.317,12114.233,11529.617,17118.768,10139.904,18203.803,18606.766,25319.764,20445.88,31361.752
"2110_410.275_2.939",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,33137.863,32965.066,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,26432.549,3766,3766,3766,3766,3766
"2111_207.186_2.941",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9796.324,20422.502,9579.755,24917.29,14989.9375,12853.225,8791.514,16674.85,3766,3766,3766,3766,3766,3766,3766,3766,22573.51,3766,17866.475,27633.615,40061
"2112_438.306_2.942",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,48682.82,84933.48,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,83428.15,3766,3766,3766,3766,3766
"2119_350.149_2.946",3766,3766,3766,4228.4785,4188.101,4615.2905,5350.7876,5140.8135,6858.4907,4728.817,5208.1426,4572.015,5063.9346,3766,4900.5845,4626.278,4314.138,8182.2295,7859.076,4215.0127,4736.649,3766,6087.2344,4785.1743,4897.5703,3926.4434,5937.923,4018.8792,3766,4657.5977,4373.5913,4266.9316,3783.6968,7262.615,8664.395,5756.9287,4757.163,4860.4517,6453.603,8699.581
"2121_290.15_2.947",3766,3766,3766,10624.076,10656.353,10854.379,8778.8545,11937.387,13162.751,9376.199,10128.751,11451.987,11153.616,10720.381,10822.475,11039.146,10342.889,11047.349,8392.5205,17981.191,18825.023,16039.12,19368.664,16042.994,16896.96,14339.822,19442.38,11368.593,10461.252,11579.475,10531.339,11884.805,10868.72,12203.817,9417.724,18691.926,10637.205,17572.463,20700.676,32186.047
"2122_627.35_2.947",3766,3766,3766,9536.364,22003.912,28209.273,29734.812,36597.375,35457.66,19980.701,30386.338,26281.527,22143.06,27549.586,22240.846,6727.81,32465.719,43286.637,41011.656,3766,3766,3766,3766,3766,3766,3766,3766,7396.448,24192.766,22249.26,6482.611,6640.6377,21475.738,8099.982,45693.816,3766,8182.1865,3766,3766,3766
"2124_201.102_2.949",3766,3766,3766,15892.172,15003.741,13614.77,15571.323,15347.612,16969.479,14485.331,15299.61,14293.578,13933.962,14190.829,14399.294,14865.483,14472.637,11105.11,14275.5625,15788.295,22315.178,14282.577,25718.5,15965.137,15195.781,14162.134,18149.484,14104.969,14925.665,13997.05,14590.123,14509.729,14801.115,17952.893,11041.916,21824.672,13795.002,16116.59,29575.254,44131.824
"2127_249.15_2.952",3766,3766,3766,36436.56,35339.938,33125.074,36298.16,35091.227,38981.75,33373.94,33900.742,31618.111,33798.934,35807.92,35335.234,35229.547,32628.178,31906.459,33947.355,35410.836,36482.668,31691.316,39769.574,33093.5,35340.62,32164.256,35634.656,35467.387,33701.637,33396.17,34283.16,34940.24,32682.832,40233.64,30580.39,36821.844,34793.676,34852.31,40169.61,54899.215
"2130_248.147_2.952",3766,3766,3766,392506.84,393664.38,381084.53,400282.06,391397.6,461338.4,373818.78,375548.16,365721.8,372590.78,387507.62,398653.7,404434.53,375681.66,346539.94,364452.94,389769.12,410535.3,366073.75,426541.7,375566.12,390537.66,345745.66,409901.03,389174.78,380641.78,385083.62,382006.62,392469.28,370920.22,454798.8,328449.5,411300.56,382348.12,401042.38,443916.4,638113.8
"2131_349.122_2.952",3766,3766,3766,11633.944,11481.473,11030.483,12908.526,13007.627,13571.165,11543.406,11078.873,10286.773,11041.6,9899.99,10812.976,11762.961,10198.464,9831.6875,5078.8984,9859.874,8337.033,8839.827,4712.4595,8077.1475,10771.459,8665.877,9649.376,12029.291,11026.785,11011.873,9572.821,9839.81,11245.08,14127.457,9031.33,3892.013,11475.02,6100.385,5908.7656,9873.072
"2134_239.139_2.953",3766,3766,3766,18701.186,16480.662,17929.53,20279.291,17915.463,37675.15,18403.379,19611.18,17189.266,19478.156,18779.053,19596.01,18623.172,17982.787,18208.375,16185.838,8675.013,8992.93,9334.636,6795.735,9427.836,9665.519,7836.6694,9206.607,18924.047,16348.135,20007.723,16215.747,18606.688,17010.33,21222.31,17103.348,9053.845,17027.57,7904.5894,9195.295,14284.086
"2135_269.125_2.953",3766,3766,3766,14143.465,15866.8,13673.808,16361.57,16005.091,15826.48,12273.327,14854.843,12392.916,11299.84,15368.372,13514.757,16782.723,13683.358,3766,4774.2974,18792.08,21402.014,16648.066,19152.906,18020.396,18841.16,15869.528,17142.648,15272.838,14641.703,14333.193,12761.38,13864.505,13309.629,15044.967,3766,16745.09,15076.779,18055.285,18086.664,24677.75
"2136_473.276_2.953",3766,3766,3766,17025.28,17499.607,19281.422,23359.787,24045.742,25168.822,12310.525,20614.213,16489.766,13821.483,20003.49,18636.45,21381.166,24780.975,31158.271,28479.68,53445.324,30717.396,49710.9,35281.742,22007.746,41027.633,38444.242,29880.018,14305.428,22276.184,17042.1,21324.598,16384.93,21153.455,25738.945,32165.906,25528.98,18612.574,33830.395,22176.69,40412.055
"2137_247.144_2.953",3766,3766,3766,2620374.5,2605556.2,2505938.8,2667301,2624487.2,3053581,2457025.8,2525691.5,2443137.8,2520049.2,2554158.2,2629868,2698035.2,2488333.8,2319073.5,2415447.8,2578406.2,2701227.8,2421696.5,2821425.2,2482602.8,2588855,2313369.5,2703600.5,2619133.8,2555762,2559683.2,2521215.8,2603318.8,2459342.5,3021766.8,2166779.2,2718066,2549700.5,2663821,2953758.5,4205924.5
"2138_184.076_2.953",3766,3766,3766,16440.88,16804.695,12657.879,13699.889,13985.917,17086.904,12829.392,13595.137,13396.647,13394.914,14589.296,16839.482,15781.155,15888.939,12205.173,12147.837,13383.069,13434.982,12921.125,15070.763,13866.342,12913.975,11570.515,12569.317,16875.71,15184.698,16166.106,14830.039,16856.338,13952.702,18573.273,10168.004,16971.55,15795.028,13964.481,14912.211,23474.402
"2139_219.149_2.953",3766,3766,3766,44122.24,42032.508,42295.477,44522.09,43021.86,51800.54,41174.3,43193.867,41358.2,42791.812,42591.348,44411.477,45487.945,39298.562,36678.066,37567.508,43309.605,44057.004,40164.613,48631.824,39728.742,42173.395,37023.21,42090.844,44257.906,42744.42,42182.484,42131.06,44208.145,40866.195,52317.12,36942.695,46187.047,42982.242,41178.39,51161.324,69610.39
"2141_331.096_2.952",3766,3766,3766,13235.446,11262.09,11980.04,11150.746,11956.835,13256.584,10382.899,11574.876,11127.109,11414.546,10313.635,11967.968,12824.958,11667.425,9315.524,10914.4795,12471.648,10751.196,9622.607,11234.848,10691.503,10520.866,9855.22,10346.104,13448.582,11475.963,11324.365,11897.516,12303.644,12385.721,13639.963,10054.386,11947.854,11885.171,11914.958,14141.706,18095.486
"2144_315.144_2.954",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,24556.293,18167.002,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,21954.2,3766,3766,3766,3766,3766
"2147_327.148_2.904",3766,3766,3766,3766,274678.88,282396.84,3766,289315.75,154117.72,194579.16,274883.16,400909.53,214056.89,243740.2,3766,3766,157763.56,3766,3766,3766,3766,361144.5,3766,48528.23,77404.76,79728.29,38388.246,683538.4,141129.28,168583.27,209452.89,767381.8,112295.13,850425.3,3766,30650.29,168689.73,40053.06,33597.438,41940.19
"2148_381.159_2.952",3766,3766,3766,24848.605,25072.473,21269.09,26222.52,24690.254,30259.734,23621.105,24618.307,23367.031,24835.955,24981.057,25018.754,26351.936,24063.705,23002.568,20382.373,20339.88,20521.127,19049.428,19044.516,18518.115,19221.695,20427.684,20887.03,21073.459,24871.525,21592.213,24592.479,22606.973,24446.117,30044.332,21417.434,19977.69,24503.568,21542.992,21125.299,32541.41
"2150_235.181_2.956",3766,3766,3766,28952.04,23890.281,20882.484,26109.48,21325.84,26696.55,19009.947,20950.773,18982.217,19012.832,21925.762,29011.525,24792.592,24147.73,9063.456,11125.707,50070.17,32407.137,40510.664,20302.92,24103.428,41513.766,35667.625,25164.203,12769.234,24933.887,25926.988,23272.578,10172.956,13538.985,24649.646,10139.904,17538.736,27020.74,23862.643,19494.707,29945.312
"2152_162.091_2.957",3766,3766,3766,263942.44,219039.8,177878.34,189741.83,178172.88,254703.58,143328.66,189427.12,155376.23,165246.72,196339.48,218768.77,289405.28,240247.97,138929.06,137064.88,368660.78,385280.16,410497.22,408845.28,385083,419514.28,354717.12,452138.62,304605.62,254834.4,226584.64,293340.34,321777.88,257856.47,386975.2,135309.31,409102.94,290229.4,429946.9,496417.25,680172.44
"2154_200.143_2.96",16940.219,18863.17,16920.44,76055.13,64266.63,79008.21,55045.84,80074.86,68160.055,73934.15,67663.484,69309.125,78236.98,77646.58,53969.3,82476.9,64149.504,125032.06,135194.12,65406.055,70089.32,50783.293,75477.94,62583.176,52667.3,58541.574,53482.15,62621.17,54421.246,68125.26,69921.73,63231.914,70334.02,64669.79,136103.22,67989.93,66571.67,56427.375,61444.926,80193.4
"2155_454.301_2.96",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,144873.06,132469.3,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,81066.72,3766,3766,3766,3766,3766
"2157_408.295_2.962",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,14738.864,13472.196,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12083.184,3766,3766,3766,3766,3766
"2158_187.087_3.002",3766,3766,3766,78707.78,79326,78790.234,81968.06,81298.45,96247.625,79225.836,79817.195,79816.43,81634.97,77109.11,79726.21,82118.46,74040.92,74136.34,13214.67,38583.016,57314.773,39197.24,86244.87,44179.797,35579.7,39369.176,49728.152,78964.47,77553.266,77786.98,72772.77,79117.47,69945.53,90256.484,16262.571,62036.047,76805.1,40113.367,61948.777,109774.16
"2160_275.118_2.965",3766,3766,3766,30857.701,35772.207,39452.508,36067.977,39445.35,45326.414,40885.66,39068.023,38928.54,41083.61,38036.29,35016.734,31631.941,37765.215,42936.37,36667.1,13098.731,18869.89,16364.088,26628.03,16228.646,13667.002,12444.92,18561.74,34046.52,34688.32,35815.137,31290.566,34505.305,32170.879,35563.24,35867.41,22582.332,35284.63,14691.5205,23852.365,38572.754
"2161_180.102_2.96",3766,3766,3766,3766,4109.536,4044.9895,3766,3766,5789.4263,3766,4032.0908,4249.9473,3987.3362,3766,3817.7485,4285.396,3766,3766,4681.103,5550.279,5661.372,4703.7363,6113.4756,4692.322,4572.199,5143.67,6008.2324,3766,3766,4541.92,3857.4365,3766,3766,4754.981,3766,6880.854,3848.482,5208.293,8639.075,20417.246
"2164_378.285_2.966",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,23108.576,27562.701,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,16164.594,3766,3766,3766,3766,3766
"2165_346.258_2.968",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,25094.93,24251.783,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,21268.836,3766,3766,3766,3766,3766
"2166_398.164_2.957",3766,3766,3766,3766,6535.4077,3766,3927.139,8134.925,7321.531,5245.7915,5723.17,7200.172,6743.353,7514.6953,3766,3766,6408.313,3766,3766,6662.6143,7488.9062,6533.356,8294.1455,8060.7373,3766,7823.6865,6887.1846,4664.2725,4972.865,3766,5141.6553,3766,3766.8418,3766,3766,7855.441,3766,6982.3184,9686.398,13941.086
"2167_188.164_2.97",3766,3766,3766,36319.754,30428.293,21523.559,28224.371,22807.377,30187.02,17309.203,22385.414,16949.215,16917.117,24109.707,36033.758,47132.69,26358.05,13901.241,15401.587,3766,3766,6739.195,3766,3766,4502.8765,6398.2646,3766,40208.496,34734.406,27246.496,36656,39385.13,33636.5,49984.977,12905.439,3766,35273.547,3766,3766,3766
"2168_183.092_2.901",3766,3766,3766,73657.28,70170.83,35168.188,75223.77,69842.49,81193.95,28960.914,51227.566,12621.003,74480.67,31070.242,72768.28,37427.477,68731.55,38399.855,73468.93,63551.543,33288.7,44648,39897.824,32909.645,34396.723,27509.568,33409.996,72897.57,37865.082,48835.08,44897.305,73240.086,46861.43,43975.977,66455.85,26289.19,25128.506,43585.133,50463.047,46229
"2169_339.146_2.968",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4798.7715,3766,3766,3766,3766,3766,3766,3766,3766,12854.821,3766,4927.932,15025.3,23793.188
"2170_453.307_2.971",3766,3766,3766,7123.7734,8436.952,8933.004,8246.875,9755.965,9419.671,9781.606,9520.643,10811.423,9058.6875,8828.234,6745.466,10160.803,8646.461,23809.518,26205.889,3766,3766,3766,3766,3766,3766,3766,3766,11484.394,9015.136,9172.669,9288.332,12806.546,9536.352,15845.229,22095.775,3766,8668.125,3766,3766,3766
