"","t2_BS_C.mzML","t0_BS_C.mzML","t1_BS_C.mzML","t5_BS_C.mzML","t3_BS_3.mzML","t2_BS_2.mzML","t3_BS_C.mzML","t2_BS_1.mzML","t3_BS_2.mzML","t1_BS_1.mzML","t2_BS_3.mzML","t1_BS_3.mzML","t1_BS_2.mzML","t3_BS_1.mzML","t4_BS_C.mzML","t6_BS_C.mzML","t4_BS_2.mzML","t0_BS_3.mzML","t0_BS_2.mzML","t7_BS_C.mzML","t8_BS_C.mzML","t7_BS_2.mzML","t9_BS_C.mzML","t8_BS_1.mzML","t7_BS_3.mzML","t7_BS_1.mzML","t8_BS_2.mzML","t6_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t5_BS_3.mzML","t6_BS_2.mzML","t5_BS_1.mzML","t6_BS_3.mzML","t0_BS_1.mzML","t9_BS_1.mzML","t5_BS_2.mzML","t8_BS_3.mzML","t9_BS_3.mzML","t9_BS_2.mzML"
"6880_488.301_6.262",3766,313059.03,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,489286.28,25366.652,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,148123.08,3766,3766,3766,3766,3766
"6886_770.85_6.256",58009.61,7465.522,73572.195,8160.7515,5769.4355,6859.616,9582.83,7792.7793,3766,7764.664,5213.1216,8152.2686,8414.965,6887.3374,9036.7705,4581.167,4761.4424,3766,3766,9282.36,8736.008,6871.6826,13007.631,10476.64,8891.396,11756.603,15341.93,11469.957,5796.831,10250.586,6035.786,9706.303,3766,5539.204,3766,11842.729,5984.2983,13421.043,12847.029,3766
"6889_659.526_6.272",3766,3766,3766,3766,29877.71,3766,3766,3766,3766,3766,3766,67256.39,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,10295.962,3766,3766,3766,3766,3766,19081.38,3766,3766,3766
"6897_298.347_6.256",42160.062,67090.34,71111.67,275467.8,43266.58,191566.61,148804.86,130263.63,145194.53,148923.31,265980.66,132523.52,186848.33,64847.086,142981.55,921584.3,42874.152,22011.46,19704.32,178950.94,799760.94,74627.04,518184.5,385552.72,122947.92,458289.38,494964.97,80644.414,15803.016,33803.395,24917.91,76211.234,59087.016,3766,86172.29,35852.95,89852.4,1069204.5,143861.75,89689.4
"6899_702.863_6.258",93013.04,16233.129,102502.73,11604.701,10176.198,11703.215,13115.555,12079.601,4151.03,10981.401,4535.24,11290.998,9474.412,12295.136,14612.767,10391.128,10208.263,3766,3766,17454.408,11795.897,14066.505,20294.176,15013.192,14888.699,20193.727,22205,17523.121,9202.843,9828.565,8987.494,13739.757,12426.784,9637.848,3766,16733.975,9392.063,19266.533,23021.598,5547.5376
"6900_467.279_6.26",3766,3766,3766,81368.31,102770.4,129893.37,105177.65,110112.43,130550.49,161315.72,140395.55,126648.66,168894.06,119613.67,87265.73,76361.26,119538.375,3766,3766,39755.887,33099.33,32684.72,30144.592,40337.023,25529.076,34846.293,32515.39,69471.81,121243.24,108464.33,100234.88,86148.91,101091.766,82777.17,3766,29216.451,105800.37,30839.822,30983.371,53057.6
"6902_319.19_6.261",3766,3766,3766,68590.99,85829.7,117956.45,86372.42,95825.1,109032.63,134318.02,111522.99,107219.09,140228.27,104666.695,74859.66,68690.29,96744.03,3766,3766,29059.564,22481.484,29841.38,23514.068,26937.246,22140.105,27909.506,26069.02,56496.105,97452.2,91191.89,83311.28,64441.594,79811.83,67613.79,3766,23470.986,86290.945,24155.047,25636.31,37970.42
"6903_540.368_6.259",3766,3766,3766,567885.25,698784.25,885519.2,710408.3,785926.6,809566.1,1013071.44,944426.25,847465.5,1061375.2,880137.25,627025.7,428348.12,791014.8,3766,3766,336168,242268.47,266907.7,278024.84,308430.28,224858.81,267594.97,269001.22,502788.66,812843.75,744782.25,665824,580104.25,634120.3,515415.38,5206.117,231447.61,706262,238906.45,287890.94,368550.12
"6904_621.475_6.261",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9321.675,19710.31,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,34661.285,3766,3766,3766,3766,3766
"6905_489.261_6.261",3766,3766,3766,417127.16,432940.47,522558.62,503856.38,462569.3,455540.5,472239.62,491919.7,385800.75,509832.8,551009.9,449270.75,345796.75,486859.94,3766,3766,276519.8,184542.33,241274.69,202227.9,244180.38,202049.05,247531.08,244242.97,389572.84,540814,521989.84,429618.7,475287.22,435713.8,365583.75,3766,188928.06,467600.97,226387.39,224229.58,296410.8
"6906_505.234_6.261",3766,3766,3766,51409.484,47463.633,57704.844,59027.07,52515.14,39260.184,51744.465,49280.176,38692.14,48038.484,60334.117,48833.008,33121.02,46470.68,3766,3766,35451.938,21618.314,34975.637,24023.43,28638.293,28306.117,32529.229,34302.24,57960.633,56793.508,59595.336,45539.812,60550.734,47362.16,38334.39,3766,26479.51,48599.266,30216.549,25044.91,31671.217
"6908_437.193_6.3",3766,26751.088,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,93140.88,7145.6274,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,30387.562,3766,3766,3766,3766,3766
"6910_497.279_6.315",3766,4792.9375,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,26221.566,73903.29,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,106669.61,3766,3766,3766,3766,3766
"6911_519.261_6.304",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,15105.103,34265.68,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,59430.99,3766,3766,3766,3766,3766
"6926_548.386_6.324",3766,132556.4,10173.088,3766,3766,12582.011,3766,27910.836,3766,21148.809,5291.952,15286.662,11756.579,3766,3766,3766,3766,723345.6,1575772,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,2641358,3766,3766,3766,3766,3766
"6930_634.876_6.268",142318.8,36183.637,148170.47,16685.54,14750.256,13862.281,19039.295,17685.836,9306.679,17692.79,13011.742,15390.465,14392.812,17718.824,19482.506,14787.926,14097.373,3766,3766,24032.695,17710.752,22465.592,26748.361,24464.219,19050.479,25898.156,30147.14,23515.094,13032.881,17936.41,11958.786,19293.133,15714.862,12156.953,3766,27613.486,14385.774,26189.684,33005.297,17753.299
"6931_498.901_6.273",256536.3,92946.07,225568.7,34812.15,28629.14,32898.6,39339.44,38746.29,18753.244,31522.39,27956.656,37000.31,32531.229,34240.434,36290.613,30500.787,18538.81,7529.016,4951.0605,50192.37,39421.652,45854.332,57885.31,50238.695,38172.1,48175.715,53531.39,44684.375,26394.55,36813.055,26837.594,34814.477,30701.945,26373.465,3766,58731.035,28347.855,50097.617,63388.71,38317.273
"6933_475.297_6.27",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,61553.7,332814,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,263094.12,3766,3766,3766,3766,3766
"6934_492.323_6.27",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,30754.63,76575.51,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,156324.9,3766,3766,3766,3766,3766
"6937_767.481_6.265",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,14331.906,3766,31562.988,6499.725,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,11452.674,3766,3766,3766,19393.94
"6939_270.315_6.293",3766,3766,3766,3894.002,3766,8563.25,4205.2705,6985.0845,25014.457,24764.562,9769.511,53195.69,257521.25,3766,3766,4439.4043,3766,3766,3766,121298.03,71016.95,22192.033,82485.88,60003.625,53008.766,51933.59,52171.184,5004.879,3766,3766,3766,3766,6223.6514,3766,3766,15427.421,3766,88941.734,81514.88,26882.39
"6941_366.3_6.234",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,84146.484,94955.31,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,87501.35,3766,3766,3766,3766,3766
"6942_457.399_6.273",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,120800.71,150846.08,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,108529.62,3766,3766,3766,3766,3766
"6946_1102.635_6.302",6300.224,5134.245,4587.124,80214.01,39679.977,46228.586,46933.363,35304.03,33818.645,49141.984,37103.055,44777.617,102961.06,95658.9,72503.05,82037.53,99541.766,23967.004,16968.836,63158.81,25988.32,29202.691,118270.164,25047.898,24540.904,26028.236,63392.844,82968.27,94065,88946.11,96001.23,40184.883,101927.01,88574,12472.6,30875.025,112750.555,31212.904,76690.91,25089.83
"6949_566.888_6.273",202333.33,58948.824,176727.02,25046.852,20999.986,23958.625,24631.434,28711.951,18449.889,23087.77,12181.167,23725.463,22323.195,25333.904,28583.186,19359.209,20853.936,3766,3766,37523.49,29222.81,30069.35,42369.43,36656.508,31730.47,39015.87,42096.715,33339.492,18794.604,29289.654,19767.52,26950.398,23880.766,19949.11,3766,42205.742,11507.186,36117.195,41587.668,26329.37
"6950_1080.654_6.288",16331.766,14663.989,15035.884,188626.92,159777.03,168814.06,174121.69,152601.62,140711.14,179007.48,164499.72,511732.3,157041.64,163265.47,174217.17,129485.016,156752.84,93306.516,88751.84,101835.55,272907.12,256894.97,452980.22,253569.98,255762.17,249379.56,251319.94,161619.58,148556.28,173822.42,109954.7,171376.25,149018.62,133283.78,70279.09,426799.84,143727.48,422855.88,268977.97,102004.84
"6951_254.248_6.28",3766,3766,3766,40474.355,63669.195,63463.684,15515.883,53135.844,77821.52,45742.246,60249.08,55499.105,75064.67,66052.7,44986.133,35926.242,55714.113,3766,3766,22288.098,17689.645,22560.068,17773.28,26348.371,21525.79,22677.941,20571.6,38969.305,52759.086,46667.508,52198.36,51468.363,49342.61,44587.906,3766,16080.432,55979.86,19785.584,12335.227,27614.611
"6952_600.425_6.292",3766,3766,3766,8031.567,8963.987,16764.438,10263.443,8514.6,12155.946,21959.83,14261.274,17646.033,14963.472,14772.346,9100.862,7344.627,13746.139,3766,3766,3766,3766,3766,3766,3791.4824,3766,4473.555,3766,7452.597,12482.286,13483.609,11292.13,4659.1294,5707.2607,10246.646,3766,3766,10351.514,3766,3766,4459.799
"6955_242.248_6.318",3766,3766,3766,54835.41,77063.25,74173.44,77374.234,286953.3,76895.734,65399.812,285739.78,232880.11,287715,75301.64,62556.32,45586.227,68408.76,3766,3766,26521.4,19665.85,138318.77,106277.95,130381.09,24961.178,122726.13,137249.45,261294.19,72602.6,281298.22,316568.5,59945.062,62610.977,51171.44,3766,19479.748,296226.88,25109.791,115246.32,33197.49
"6956_284.295_6.288",3766,3766,3766,17591.357,43607.344,51910.523,44693.758,29932.957,41890.227,43765.566,48580.36,44904.188,51413.523,50398.39,39994.758,25303.58,40157.113,70157.63,87394.695,13362.62,11106.519,12626.471,16519.205,21525.955,12258.266,10293.714,12097.226,32724.246,56942.445,39154.98,40481.996,35933.09,26333.854,32642.256,206134.5,17356.156,23981.684,9202.386,9640.955,23545.438
"6959_731.482_6.262",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,24484.172,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,22675.305,3766,3766,3766,3766
"6961_1091.644_6.321",3766,3766,3766,40021.008,13671.781,47838.273,19699.947,41859.33,12199.691,17507.88,56486.387,16289.109,45139.293,49756.797,34925.86,39253.777,40824.492,32160.758,17252.754,33669.016,36624.82,35043.117,36332.43,36006.855,33586.445,11184.694,32189.152,32380.338,41254.055,45488.82,47148.67,13353.602,54236.965,35920.117,28823.969,33805.438,51375.46,33979.957,26479.227,38422.516
"6962_794.649_6.265",35005.758,410570.28,83355.766,7556.799,4567.434,40416.832,13783.19,34475.72,18688.912,112583.31,10597.746,56389.445,106466.62,33917.996,8922.837,7772.17,4863.383,215905.14,143908.17,3766,3776.6113,3766,3766,4101.422,3766,3766,4677.2075,4604.924,11011.971,22927.256,11836.891,5048.4805,11513.365,17806.89,4938.385,3885.4934,10322.876,3766,3766,3766
"6964_1053.723_6.303",3766,3766,3766,3907.0483,17299.613,6030.025,3766,22144.523,3766,19435.906,5670.755,8906.512,18970.502,6199.0347,9633.852,18284.441,7208.507,5500.852,25916.973,5275.4688,5139.3877,5364.3633,7238.7144,3766,3766,3766,5519.0996,12868.075,3766,4735.278,6955.6357,5808.115,10467.552,4928.9717,26114.947,3766.94,10246.972,3766,3766,3863.3867
"6965_326.378_6.249",3766,3766,3766,3766,3766,3766,3766,3766,3930.8193,3766,3766,3766,3766,3766,3766,4076.3584,3766,3766,3766,52839.387,3766,47391.797,3766,3766,11922.423,25585.68,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"6975_1036.69_6.299",36125.23,39785.305,27552.568,10237788,9680970,8308065,8751711,8606286,9163178,9088052,8505392,8057798.5,8880668,8273940.5,9490795,10616204,8316229,8727165,7067699.5,5628083,5576417,5353299.5,4153912.2,5328833.5,5966045,5341596,6205881.5,10341356,9944172,8728354,10342639,10616009,9332319,11142406,8090712.5,4888367.5,9266844,6154749,5639589,6406452
"6983_808.667_6.298",3766,3766,4750.6533,3766,3766,10583.524,3766,3766,3766,45021.37,3766,29994.809,40133.715,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"6985_1109.779_6.3",3766,3766,3766,1063864.2,1214151.9,836905.2,1012084.25,946358.75,1058280.8,986229.3,933749.1,865819.75,996919.94,850152.25,1079382,1207408.1,855958.5,1198578,984211.7,678705.56,547235.25,543838,340951.1,610150.44,635642,548282.06,716031.5,1163408.9,1157579.8,888604.8,1170159.1,1054434.8,915576.44,1123370.9,1243181.8,446355.44,908195.3,644773.44,615679.56,671547.75
"6987_254.248_6.281",3766,3766,3766,31194.088,52552.355,60194.195,53476.54,49031.02,64390.953,35565.426,56286.62,33725.363,77099.39,55306.316,46921.887,25386.145,11958.046,3766,3766,21945.092,13027.206,20561.178,17773.28,20479.104,16519.248,15053.815,22579.994,27665.37,13433.259,31924.453,34720.86,52103.67,26902.992,29002.732,3766,16080.432,37565.566,13428.28,12335.227,27881.508
"6992_545.809_6.3",3766,3766,3766,3766,26747.68,15654.892,10221.857,21534.666,24478.84,16734.754,9094.287,16284.914,10899.747,26709.264,25712.05,23540.178,19029.041,20637,23478.371,5307.039,5047.878,3783.6414,6406.304,8947.34,3766,7294.7896,6162.886,23696.125,6482.7695,21651.424,22145.393,7731.4487,23624.33,24927.152,27642.428,15860.517,10190.94,7340.443,9482.574,19640.744
"6993_1058.671_6.302",61474.438,48028.04,46678.074,13094155,11325504,11427234,11173218,10888840,11929345,9612323,11348299,9262641,9694370,12090218,11485214,11709004,11868560,7566978.5,5777531.5,7408000.5,8567333,8191829.5,7768471.5,7285566.5,8729557,7861303,8420122,12164470,11559956,12454841,11858824,13822025,12916211,13426711,6338306,8416536,12595696,9218753,8104331.5,9117731
"6998_519.35_6.301",3766,3766,3766,19770.494,45267.28,27240.133,52371.57,39534.816,31532.217,30712.002,52018.344,14859.08,20815.49,35986.62,24205.805,27302.135,15433.227,14601.928,31115.738,23113.521,9922.611,31085.914,21194.184,25947.82,5182.67,3968.633,26033.574,27781.082,4220.5137,47875.016,30205.527,46883.855,45099.926,49563.527,23554.453,37505.94,45688.676,32726.617,33098.875,24514.818
"7001_518.848_6.304",3766,3766,3766,103324.25,90472.04,60278.305,72437.76,81144.26,89892.27,57202.523,82153.336,52310.152,55747.707,72108.32,108098.64,86658.53,74756.58,56696.113,47249.91,58853.71,60183.062,54626.707,49641.03,48028.88,64361.848,41721.707,67292.67,90296.89,106684.625,88099.86,87958.01,120101.266,100418.06,98880.52,37581.902,55326.22,85517.234,75471.38,30532.598,69736.64
"7002_507.272_6.273",3766,3766,3766,4399.34,3766,3766,3766,3766,12968.275,3766,3766,3766,18454.31,3766,3766,3766,3766,3766,3766,18323.125,3766,3766,16819.918,3766,3766,3766,3766,25232.836,3766,3766,7054.1104,13405.557,14909.127,4832.0425,3766,3766,8879.824,3766,22524.352,16489.553
"7003_1074.644_6.304",3766,3766,3766,101126.875,49366.31,93323.78,95688.49,102150.625,101155.61,97268.92,107945.086,91084.47,87203.98,102681.836,106353.4,105661.4,97576.984,85905.76,61548.105,61875.254,72360.24,72823.52,62193.66,64703.92,70096.95,61804.81,75837.91,88404.44,57738.25,109196.19,41151.977,130065.86,111399.88,24858.646,71533.97,73206.54,54597.957,72035.27,72553.695,79093.984
"7008_546.808_6.301",3766,3766,3766,7583.713,17833.623,12751.391,20376.684,10612.8955,19719.127,5202.671,5942.552,11482.688,5118.25,18782.504,7695.1504,20865.105,6369.1,11111.373,12445.007,4354.654,18200.629,14474.05,17348.57,9497.854,17571.13,8585.524,9064.589,12496.834,3766,4130.4717,7501.171,5923.543,7836.705,4725.1885,13093.6,3916.245,6380.265,17481.848,15729.879,11317.706
"7019_1082.659_6.315",3766,3766,3766,37528.59,73762.85,77076.69,29275.922,29863.303,84865.086,26871.176,30152.67,33343.555,69174.09,80619.01,73745,73958.734,79271.77,61195.42,39507.91,43585.934,53004.83,40320.188,83920.734,51162.773,17554.13,16014.948,47227.684,75205.63,82596.91,75584.25,83252.586,75943.016,88851.51,67446.87,44587.27,20964.043,90060.3,20854.855,53717.96,57542.125
"7022_768.635_6.289",15552.234,121168.125,10502.117,3966.124,13687.679,27358.584,15659.209,41340.18,9288.514,97068.67,36823.754,47424.883,82890.48,14533.949,3766,3766,5293.825,266253.72,177769.39,3766,3766,3766,3766,3766,3766,3766,3766,3868.793,5728.131,6295.9326,3766,3766,6630.7637,3766,4166.989,3766,4578.5317,3766,3766,3766
"7030_389.235_6.288",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,66910.2,94319.9,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,66875.2,3766,3766,3766,3766,3766
"7034_795.654_6.302",7311.0767,198631.38,18138.783,3766,4695.489,29531.895,3766,20524.096,8947.662,57949.676,6892.96,20927.29,46940.895,15138.937,3766,3766,5444.607,114170.79,183419.94,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4690.3564,3766,3766,3766,3766,15291.408,3766,3766,3766,3766,3766
"7035_226.18_6.317",5711.4287,4242.621,6595.437,69012.016,8511.714,41441.355,12906.4375,16780.912,30554.535,37692.844,8958.412,17134.33,45922.523,52145.22,94351.43,56079.875,35569.676,7247.4756,3766,39436.742,15851.549,7881.2915,32504.312,62826.31,10100.4795,64619.805,12019.481,75789.67,16421.23,38112.35,88552.59,36060.586,80698.984,9298.422,6200.1206,55418.195,52409.34,37534.812,28103.787,32820.64
"7036_794.649_6.301",28089.32,383111.28,68629.37,12439.229,30903.656,74648.25,42312.797,45867.08,29782.309,200694.62,60947.93,152950,177981.66,32063.344,37056.26,8791.923,25094.96,723738,456724.22,3766,3776.6113,3766,3766,4101.422,3766,3766,4677.2075,4604.924,24501.854,13034.817,14899.515,3766,3766,5383.0586,27383.617,3885.4934,10322.876,3766,3766,3766
"7042_473.345_6.319",5608.82,4659.4307,7776.5513,19557.375,12376.223,5878.741,3766,12165.554,11176.959,3766,5925.674,16896.611,8451.207,19038.646,17315.146,12638.033,3766,5065.2383,3766,3766,23261.555,25703.72,7569.3516,15933.401,11657.354,16378.393,22021.168,15158.28,21068.58,17404.371,27042.508,3766,17075.953,4442.1895,3766,9355.253,3766,8502.735,3766,13818.077
"7045_286.31_6.294",9133.466,3766,159851.12,10281.986,116001.58,8738.487,54090.66,3766,26647.158,5384.1455,5799.235,147227.75,29786.877,3766,20198.543,10192.701,53100.832,3766,3766,23706.125,34110.14,41673.33,61204.754,60671.78,26319.514,69458.91,39085.465,29956.951,35333.273,73280.06,95437.32,52070.79,46380.426,102751.79,3766,83896.42,55176.062,90105.95,152053.98,71999.58
"7048_242.248_6.332",3766,3766,3766,214859.77,327425.9,298340.75,314726.38,357024.88,393183.3,260217.64,352177.94,291373.56,429369.06,313182.4,310026.38,189722.75,533992.44,3766,3766,150076.75,92596.914,188350.75,123654.44,170041.28,136972.34,169569.62,179793.05,310151.1,299681.47,337373.97,362264.22,278710.38,266001.34,245595.11,3766,90824.45,341039.88,123540.32,267920.38,166359.58
"7053_575.413_6.311",10876.264,3766,6635.811,31687.79,15147.128,3766,15970.307,6878.481,3766,4539.3105,5022.87,11246.036,3969.695,3766,5989.2734,18239.316,9857.75,3766,3766,9495.95,3964.7847,7872.8066,15821.729,13476.47,8752.681,3766,11881.812,11865.455,8375.513,3766,7908.787,10075.795,17699.166,16486.514,3766,8480.27,7447.494,17788.44,15095.848,19213.158
"7055_209.153_6.315",3766,3766,3766,8935.808,3766,4567.161,3766,6887.413,3766,3766,3766,3766,6980.0674,8370.086,15681.79,7536.1733,3766,3766,3766,6589.6367,3766,3766,3766,10931.235,3766,20964.89,3766,10230.246,3766,4952.6797,12456.618,6087.6924,8675.076,3766,3766,3766,4872.393,3766,3766,4765.6895
"7059_284.294_6.324",3766,3766,3766,42729.97,54164.145,58126.773,61048.367,60441.008,55926.754,51917.2,52886.688,46629.79,55880.453,58757.688,48757.312,34675.31,46167.34,69469.164,85440.31,22378.455,16664.246,22830.047,14543.737,11951.336,21794.104,22166.418,23305.896,42953.457,56256.527,53733.484,50807.703,46541.36,43085.445,40288.91,205175.95,16598.453,51699.656,21559.727,20392.574,29230.172
"7063_226.18_6.318",5711.4287,4242.621,6595.437,41372.562,10143.652,24306.293,12457.985,18530.402,8210.303,23730.182,11923.503,17134.33,28328.924,32268.738,58186.62,31278.586,15403.347,6450.1973,3766,22567.613,15167.365,7881.2915,18622.45,39485.516,9295.242,41180.594,9958.249,42567.996,11196.983,22725.727,49709.137,17168.709,46250.7,9872.046,6200.1206,32332.951,17960.08,21534.12,14889.816,16970.309
"7064_1080.653_6.322",18127.504,14439.965,13397.651,394018.16,388414.22,402742.66,386221.38,367886.4,451317.47,357424.4,443136.97,152969.78,383810.8,409591.12,381855.75,407639.75,423959.47,308645.16,203927.97,248977.45,411887.8,381005.47,161394.9,369356.53,391134.66,379997.22,382067.53,382309.94,436007.16,396951.16,431420,416537.62,445761.38,424742.8,257132.95,127979.78,462302.16,123425.49,395204.47,321307.94
"7066_1170.622_6.327",3766,3766,3766,20810.137,21901.863,18167.559,13175.483,16010.002,21677.21,15224.773,7789.6455,18371.395,18628.727,20605.191,4514.277,16311.229,25042.645,14880.232,7049.549,10050.391,13322.4,9686.179,6277.7065,13496.167,10299.812,10741.213,11425.822,15819.0205,23386.598,14154.422,25193.904,10085.385,24809.41,17251.34,7072.158,15306.152,26301.387,12135.155,14029.692,17418.812
"7067_1091.644_6.329",3766,3766,3766,44187.625,43238.438,48023.004,43720.336,43057.55,49587.46,44137.57,56295.824,40419.617,48535.81,48453.89,42938.93,44190.797,47476.164,33521.77,16958.158,32797.152,38709.043,34866.613,34926.55,34909.82,35948.11,31888.87,33205.164,40313.215,49155.09,44707.46,46816.992,35367.742,53526.98,41545.312,26341.135,32659.744,52692.94,12725.906,35409.51,39608.434
"7069_800.617_6.287",3766,3766,16062.679,3766,3766,3766,3766,3766,3766,6239.164,3766,6231.796,19968.37,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7070_1092.146_6.328",3766,3766,3766,50247.754,51305.723,56740.17,52193.78,49335.254,59862.723,51925.637,64599.59,47698.043,54196.83,59179.527,48702.867,51102.332,57773.355,38094.418,20898.967,37136.41,42477.098,39884.836,23554.99,44648.97,38533.242,37960.85,37959.902,49582.72,58036.254,54410.223,56628.07,17442.26,64466.676,55304.89,32480.928,40601.484,63898.953,45991.465,40793.9,48536.74
"7071_545.403_6.293",15528.592,3766,4113.669,16996.35,17899.09,17128.738,18635.05,14932.747,19926.715,15138.802,5648.056,7160.2734,10383.442,24377.82,9219.081,43245.035,11697.897,3766,3766,13401.754,7060.182,14797.112,15042.309,3766,8383.056,7798.799,6340.4414,20355.809,6495.0728,32104.562,4164.487,11119.964,3766,14818.393,3766,9846.593,19583.816,4205.439,8899.1045,21427.621
"7073_207.124_6.321",434745.84,31504.13,56706.105,27885.707,188446.69,40187.652,28371.857,327643.5,17550.174,18040.309,14349.576,37895.06,28607.57,25737.268,56463.695,26627.395,54394.617,6913.973,15517.932,153694.4,24510.227,21462.104,206289.89,129636.836,22684.254,22994.096,23603.164,23758.47,28763.941,222070.44,25322.451,149615.03,11389.36,47637.258,3766,256524.55,34780.086,31056.438,196081.62,81943.484
"7074_531.387_6.326",59837.508,3766,12542.439,17458.586,26226.54,12559.4375,22631.398,10164.331,18583.277,4643.4805,15851.395,11187.203,22125.531,3766,21706.896,5869.734,3766,3766,3766,25288.418,16134.108,17359.734,28399.62,22941.543,3766,17138.71,15970.206,22404.982,26006.654,25380.908,24134.686,3766,6871.236,25079.57,3766,20973.064,3766,19043.066,20590.025,24669.342
"7075_198.185_6.322",3766,3766,3766,3773.468,3766,3766,3766,3766,3766,3766,3766,3766,3766,5842.97,6946.2764,5145.9556,3766,3766,3766,3766,3766,3766,3766,5913.6436,3766,3766,3766,5844.248,3766,3766,8323.672,4928.07,3766,3766,3766,3766,3766,3766,3766,3766
"7077_520.353_6.309",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8440.503,34491.82,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,41900.72,3766,3766,3766,3766,3766
"7080_540.368_6.284",3766,3766,3766,553688.5,650519.8,23455.15,17345.72,14963.155,27060.594,25120.715,20527.521,744256.25,28142.896,20819.988,14195.044,419349.34,18524.59,3766,3766,229486.97,198084.98,208903.45,178464.9,229896.69,194904.16,194819.53,225297.73,465005.66,757470.5,680051.44,581655.5,534174.8,585702.6,503496.7,3766,192712,20613.105,190869.92,182478.34,327481.6
"7083_1102.635_6.329",6300.224,5134.245,4587.124,105557.11,110234.33,110560.08,98608.67,104325.05,125698.78,104586.84,131022.14,98058.93,110442.55,111136.6,99573.77,98336.87,114419.73,90372.766,58402.64,73312.12,82573.81,75028.5,39736.27,74876.74,71833.33,70070.14,70395.3,106435.4,119701.05,101534.4,115403.766,106893.12,121507.3,116426.21,82675.555,73540.45,129931.96,81604.49,83172.48,94916.22
"7086_487.36_6.329",73613.94,26681.746,60061.656,93322.73,71063.74,32430.438,67342.75,36002.695,39328.54,33741.402,38335.527,56142.883,41851.227,35410.082,27188.295,31022.336,94147.65,24831.383,24473.805,72964.945,33785.79,84655.06,34102.46,102658.2,81197.96,195396.14,70039.5,38852.69,51231.824,27880.31,55698.758,29129.781,36577.754,34061.45,11824.718,74906.484,25863.371,28799.441,84056.83,90091.914
"7092_475.297_6.342",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,214044.16,265072.06,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,387196.06,3766,3766,3766,3766,3766
